[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration_3262021_001_001.lcd
Output Date,3/26/2021
Output Time,6:24:34 PM

[File Information]
Type,Data File
Generated,3/26/2021 5:44:14 PM
Generated by,System Administrator
Modified,3/26/2021 6:24:34 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,3/26/2021 5:44:33 PM
Sample Type,1:Standard
Level,1
Sample Name,2021-03-26_calibration_30mM
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,1
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration_3262021_001_001.lcd
Method File,C:\LabSolutions\Data\Project1\organicacidsetc2.lcm
Batch File,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector B-Ch1)]
Interval(msec),500
# of Points,4801
Start Time(min),0.000
End Time(min),40.000
Intensity Units,mV
Intensity Multiplier,0.001
R.Time (min),Intensity
0.00000,676
0.00833,676
0.01667,18
0.02500,51
0.03333,84
0.04167,118
0.05000,153
0.05833,188
0.06667,224
0.07500,261
0.08333,298
0.09167,337
0.10000,376
0.10833,415
0.11667,455
0.12500,496
0.13333,537
0.14167,579
0.15000,621
0.15833,664
0.16667,706
0.17500,749
0.18333,793
0.19167,836
0.20000,880
0.20833,924
0.21667,968
0.22500,1013
0.23333,1057
0.24167,1101
0.25000,1144
0.25833,1187
0.26667,1230
0.27500,1273
0.28333,1315
0.29167,1357
0.30000,1398
0.30833,1438
0.31667,1477
0.32500,1516
0.33333,1553
0.34167,1589
0.35000,1625
0.35833,1659
0.36667,1693
0.37500,1725
0.38333,1755
0.39167,1785
0.40000,1813
0.40833,1840
0.41667,1865
0.42500,1889
0.43333,1911
0.44167,1932
0.45000,1951
0.45833,1968
0.46667,1984
0.47500,1998
0.48333,2010
0.49167,2021
0.50000,2030
0.50833,2037
0.51667,2043
0.52500,2047
0.53333,2049
0.54167,2049
0.55000,2048
0.55833,2046
0.56667,2042
0.57500,2036
0.58333,2029
0.59167,2020
0.60000,2010
0.60833,1998
0.61667,1986
0.62500,1972
0.63333,1957
0.64167,1940
0.65000,1923
0.65833,1904
0.66667,1884
0.67500,1863
0.68333,1842
0.69167,1819
0.70000,1796
0.70833,1771
0.71667,1747
0.72500,1722
0.73333,1697
0.74167,1671
0.75000,1645
0.75833,1618
0.76667,1591
0.77500,1564
0.78333,1537
0.79167,1510
0.80000,1483
0.80833,1455
0.81667,1427
0.82500,1400
0.83333,1372
0.84167,1345
0.85000,1318
0.85833,1292
0.86667,1266
0.87500,1240
0.88333,1214
0.89167,1188
0.90000,1163
0.90833,1139
0.91667,1115
0.92500,1091
0.93333,1068
0.94167,1046
0.95000,1024
0.95833,1002
0.96667,982
0.97500,961
0.98333,941
0.99167,922
1.00000,903
1.00833,884
1.01667,866
1.02500,849
1.03333,833
1.04167,817
1.05000,802
1.05833,788
1.06667,774
1.07500,761
1.08333,748
1.09167,735
1.10000,724
1.10833,712
1.11667,702
1.12500,691
1.13333,681
1.14167,671
1.15000,662
1.15833,654
1.16667,646
1.17500,639
1.18333,631
1.19167,625
1.20000,618
1.20833,612
1.21667,607
1.22500,602
1.23333,597
1.24167,592
1.25000,588
1.25833,585
1.26667,581
1.27500,578
1.28333,574
1.29167,572
1.30000,569
1.30833,566
1.31667,565
1.32500,563
1.33333,561
1.34167,560
1.35000,559
1.35833,557
1.36667,556
1.37500,556
1.38333,556
1.39167,555
1.40000,555
1.40833,555
1.41667,556
1.42500,556
1.43333,557
1.44167,557
1.45000,558
1.45833,558
1.46667,559
1.47500,559
1.48333,560
1.49167,561
1.50000,562
1.50833,564
1.51667,565
1.52500,567
1.53333,569
1.54167,570
1.55000,572
1.55833,574
1.56667,575
1.57500,577
1.58333,578
1.59167,580
1.60000,582
1.60833,584
1.61667,586
1.62500,588
1.63333,590
1.64167,593
1.65000,595
1.65833,597
1.66667,600
1.67500,602
1.68333,605
1.69167,607
1.70000,610
1.70833,612
1.71667,615
1.72500,618
1.73333,620
1.74167,623
1.75000,625
1.75833,628
1.76667,631
1.77500,633
1.78333,636
1.79167,639
1.80000,641
1.80833,644
1.81667,647
1.82500,650
1.83333,653
1.84167,656
1.85000,659
1.85833,662
1.86667,665
1.87500,668
1.88333,671
1.89167,674
1.90000,677
1.90833,680
1.91667,683
1.92500,686
1.93333,689
1.94167,692
1.95000,696
1.95833,699
1.96667,702
1.97500,705
1.98333,708
1.99167,711
2.00000,714
2.00833,717
2.01667,721
2.02500,724
2.03333,727
2.04167,730
2.05000,734
2.05833,737
2.06667,740
2.07500,743
2.08333,746
2.09167,749
2.10000,752
2.10833,756
2.11667,758
2.12500,761
2.13333,765
2.14167,768
2.15000,771
2.15833,774
2.16667,778
2.17500,781
2.18333,784
2.19167,787
2.20000,789
2.20833,792
2.21667,795
2.22500,798
2.23333,801
2.24167,804
2.25000,807
2.25833,811
2.26667,813
2.27500,816
2.28333,819
2.29167,822
2.30000,825
2.30833,827
2.31667,830
2.32500,833
2.33333,835
2.34167,838
2.35000,841
2.35833,844
2.36667,847
2.37500,850
2.38333,853
2.39167,855
2.40000,857
2.40833,860
2.41667,863
2.42500,865
2.43333,868
2.44167,871
2.45000,873
2.45833,876
2.46667,878
2.47500,881
2.48333,883
2.49167,886
2.50000,888
2.50833,890
2.51667,893
2.52500,895
2.53333,898
2.54167,901
2.55000,903
2.55833,905
2.56667,907
2.57500,910
2.58333,912
2.59167,915
2.60000,917
2.60833,919
2.61667,921
2.62500,923
2.63333,925
2.64167,927
2.65000,930
2.65833,932
2.66667,934
2.67500,936
2.68333,939
2.69167,941
2.70000,943
2.70833,945
2.71667,947
2.72500,949
2.73333,950
2.74167,952
2.75000,954
2.75833,956
2.76667,957
2.77500,959
2.78333,961
2.79167,963
2.80000,965
2.80833,967
2.81667,969
2.82500,970
2.83333,972
2.84167,974
2.85000,976
2.85833,978
2.86667,980
2.87500,981
2.88333,983
2.89167,985
2.90000,987
2.90833,989
2.91667,990
2.92500,992
2.93333,993
2.94167,995
2.95000,996
2.95833,997
2.96667,999
2.97500,1000
2.98333,1002
2.99167,1003
3.00000,1005
3.00833,1006
3.01667,1008
3.02500,1010
3.03333,1011
3.04167,1012
3.05000,1014
3.05833,1015
3.06667,1017
3.07500,1019
3.08333,1021
3.09167,1022
3.10000,1024
3.10833,1025
3.11667,1026
3.12500,1028
3.13333,1029
3.14167,1031
3.15000,1032
3.15833,1034
3.16667,1035
3.17500,1037
3.18333,1038
3.19167,1039
3.20000,1040
3.20833,1041
3.21667,1042
3.22500,1044
3.23333,1045
3.24167,1046
3.25000,1047
3.25833,1049
3.26667,1050
3.27500,1052
3.28333,1053
3.29167,1054
3.30000,1055
3.30833,1057
3.31667,1058
3.32500,1059
3.33333,1061
3.34167,1062
3.35000,1063
3.35833,1064
3.36667,1065
3.37500,1066
3.38333,1067
3.39167,1068
3.40000,1069
3.40833,1070
3.41667,1071
3.42500,1072
3.43333,1073
3.44167,1075
3.45000,1076
3.45833,1077
3.46667,1079
3.47500,1080
3.48333,1081
3.49167,1082
3.50000,1083
3.50833,1084
3.51667,1085
3.52500,1086
3.53333,1087
3.54167,1088
3.55000,1089
3.55833,1090
3.56667,1091
3.57500,1092
3.58333,1093
3.59167,1094
3.60000,1095
3.60833,1096
3.61667,1097
3.62500,1098
3.63333,1099
3.64167,1100
3.65000,1101
3.65833,1101
3.66667,1102
3.67500,1103
3.68333,1104
3.69167,1105
3.70000,1106
3.70833,1107
3.71667,1108
3.72500,1109
3.73333,1110
3.74167,1111
3.75000,1112
3.75833,1113
3.76667,1114
3.77500,1116
3.78333,1116
3.79167,1117
3.80000,1118
3.80833,1119
3.81667,1119
3.82500,1120
3.83333,1122
3.84167,1123
3.85000,1124
3.85833,1125
3.86667,1126
3.87500,1126
3.88333,1127
3.89167,1128
3.90000,1128
3.90833,1129
3.91667,1130
3.92500,1131
3.93333,1132
3.94167,1133
3.95000,1133
3.95833,1134
3.96667,1136
3.97500,1137
3.98333,1138
3.99167,1139
4.00000,1140
4.00833,1141
4.01667,1141
4.02500,1142
