#
# 2021-03-26_calibration_30mM
# ------------------------------
# Acquired: 3/26/2021 5:44:33 PM
# Converted: 04/01/2021 10:04:05 AM
# Vial: 1
# Injection Volume: 20 uL
# Sample ID: 001
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,676,B
0.008329999999999999,676,B
0.016669999999999997,18,B
0.025,51,B
0.03333,84,B
0.04167,118,B
0.05,153,B
0.05832999999999999,188,B
0.06667000000000001,224,B
0.075,261,B
0.08333,298,B
0.09167,337,B
0.1,376,B
0.10833,415,B
0.11667000000000001,455,B
0.125,496,B
0.13333,537,B
0.14167000000000002,579,B
0.15,621,B
0.15833,664,B
0.16667,706,B
0.175,749,B
0.18333,793,B
0.19167,836,B
0.2,880,B
0.20833000000000002,924,B
0.21666999999999997,968,B
0.225,1013,B
0.23333,1057,B
0.24166999999999997,1101,B
0.25,1144,B
0.25833,1187,B
0.26666999999999996,1230,B
0.275,1273,B
0.28333,1315,B
0.29167,1357,B
0.3,1398,B
0.30833,1438,B
0.31667,1477,B
0.325,1516,B
0.33333,1553,B
0.34167,1589,B
0.35,1625,B
0.35833000000000004,1659,B
0.36667,1693,B
0.375,1725,B
0.38333,1755,B
0.39166999999999996,1785,B
0.4,1813,B
0.40833,1840,B
0.41667,1865,B
0.425,1889,B
0.43333,1911,B
0.44167,1932,B
0.45,1951,B
0.45833,1968,B
0.46667,1984,B
0.475,1998,B
0.48333000000000004,2010,B
0.49167,2021,B
0.5,2030,B
0.5083300000000001,2037,B
0.51667,2043,B
0.525,2047,B
0.53333,2049,B
0.54167,2049,B
0.55,2048,B
0.55833,2046,B
0.56667,2042,B
0.575,2036,B
0.58333,2029,B
0.59167,2020,B
0.6,2010,B
0.60833,1998,B
0.6166699999999999,1986,B
0.625,1972,B
0.6333300000000001,1957,B
0.64167,1940,B
0.65,1923,B
0.65833,1904,B
0.66667,1884,B
0.675,1863,B
0.68333,1842,B
0.69167,1819,B
0.7,1796,B
0.70833,1771,B
0.71667,1747,B
0.725,1722,B
0.73333,1697,B
0.7416699999999999,1671,B
0.75,1645,B
0.7583300000000001,1618,B
0.76667,1591,B
0.775,1564,B
0.78333,1537,B
0.79167,1510,B
0.8,1483,B
0.80833,1455,B
0.81667,1427,B
0.825,1400,B
0.8333299999999999,1372,B
0.84167,1345,B
0.85,1318,B
0.8583299999999999,1292,B
0.86667,1266,B
0.875,1240,B
0.88333,1214,B
0.8916700000000001,1188,B
0.9,1163,B
0.90833,1139,B
0.9166700000000001,1115,B
0.925,1091,B
0.9333299999999999,1068,B
0.9416700000000001,1046,B
0.95,1024,B
0.9583299999999999,1002,B
0.96667,982,B
0.975,961,B
0.9833299999999999,941,B
0.99167,922,B
1.0,903,B
1.00833,884,B
1.01667,866,B
1.025,849,B
1.0333299999999999,833,B
1.04167,817,B
1.05,802,B
1.05833,788,B
1.06667,774,B
1.075,761,B
1.08333,748,B
1.0916700000000001,735,B
1.1,724,B
1.10833,712,B
1.11667,702,B
1.125,691,B
1.13333,681,B
1.14167,671,B
1.15,662,B
1.1583299999999999,654,B
1.16667,646,B
1.175,639,B
1.18333,631,B
1.19167,625,B
1.2,618,B
1.20833,612,B
1.2166700000000001,607,B
1.225,602,B
1.23333,597,B
1.24167,592,B
1.25,588,B
1.25833,585,B
1.26667,581,B
1.275,578,B
1.2833299999999999,574,B
1.29167,572,B
1.3,569,B
1.30833,566,B
1.31667,565,B
1.325,563,B
1.33333,561,B
1.3416700000000001,560,B
1.35,559,B
1.35833,557,B
1.36667,556,B
1.375,556,B
1.38333,556,B
1.39167,555,B
1.4,555,B
1.4083299999999999,555,B
1.41667,556,B
1.425,556,B
1.43333,557,B
1.44167,557,B
1.45,558,B
1.45833,558,B
1.4666700000000001,559,B
1.475,559,B
1.48333,560,B
1.49167,561,B
1.5,562,B
1.50833,564,B
1.51667,565,B
1.525,567,B
1.5333299999999999,569,B
1.54167,570,B
1.55,572,B
1.55833,574,B
1.56667,575,B
1.575,577,B
1.58333,578,B
1.5916700000000001,580,B
1.6,582,B
1.60833,584,B
1.61667,586,B
1.625,588,B
1.63333,590,B
1.64167,593,B
1.65,595,B
1.6583299999999999,597,B
1.66667,600,B
1.675,602,B
1.68333,605,B
1.69167,607,B
1.7,610,B
1.70833,612,B
1.7166700000000001,615,B
1.725,618,B
1.73333,620,B
1.74167,623,B
1.75,625,B
1.75833,628,B
1.76667,631,B
1.775,633,B
1.7833299999999999,636,B
1.79167,639,B
1.8,641,B
1.80833,644,B
1.81667,647,B
1.825,650,B
1.83333,653,B
1.8416700000000001,656,B
1.85,659,B
1.85833,662,B
1.86667,665,B
1.875,668,B
1.88333,671,B
1.89167,674,B
1.9,677,B
1.9083299999999999,680,B
1.91667,683,B
1.925,686,B
1.93333,689,B
1.94167,692,B
1.95,696,B
1.95833,699,B
1.9666700000000001,702,B
1.975,705,B
1.98333,708,B
1.99167,711,B
2.0,714,B
2.00833,717,B
2.01667,721,B
2.025,724,B
2.03333,727,B
2.04167,730,B
2.05,734,B
2.0583299999999998,737,B
2.0666700000000002,740,B
2.075,743,B
2.08333,746,B
2.09167,749,B
2.1,752,B
2.10833,756,B
2.11667,758,B
2.125,761,B
2.13333,765,B
2.14167,768,B
2.15,771,B
2.15833,774,B
2.16667,778,B
2.175,781,B
2.1833299999999998,784,B
2.1916700000000002,787,B
2.2,789,B
2.20833,792,B
2.21667,795,B
2.225,798,B
2.23333,801,B
2.24167,804,B
2.25,807,B
2.25833,811,B
2.26667,813,B
2.275,816,B
2.28333,819,B
2.29167,822,B
2.3,825,B
2.3083299999999998,827,B
2.3166700000000002,830,B
2.325,833,B
2.33333,835,B
2.34167,838,B
2.35,841,B
2.35833,844,B
2.36667,847,B
2.375,850,B
2.38333,853,B
2.39167,855,B
2.4,857,B
2.40833,860,B
2.41667,863,B
2.425,865,B
2.4333299999999998,868,B
2.4416700000000002,871,B
2.45,873,B
2.45833,876,B
2.46667,878,B
2.475,881,B
2.48333,883,B
2.49167,886,B
2.5,888,B
2.50833,890,B
2.51667,893,B
2.525,895,B
2.53333,898,B
2.54167,901,B
2.55,903,B
2.5583299999999998,905,B
2.5666700000000002,907,B
2.575,910,B
2.58333,912,B
2.59167,915,B
2.6,917,B
2.60833,919,B
2.61667,921,B
2.625,923,B
2.63333,925,B
2.64167,927,B
2.65,930,B
2.65833,932,B
2.66667,934,B
2.675,936,B
2.6833299999999998,939,B
2.6916700000000002,941,B
2.7,943,B
2.70833,945,B
2.71667,947,B
2.725,949,B
2.73333,950,B
2.74167,952,B
2.75,954,B
2.75833,956,B
2.76667,957,B
2.775,959,B
2.78333,961,B
2.79167,963,B
2.8,965,B
2.8083299999999998,967,B
2.8166700000000002,969,B
2.825,970,B
2.83333,972,B
2.84167,974,B
2.85,976,B
2.85833,978,B
2.86667,980,B
2.875,981,B
2.88333,983,B
2.89167,985,B
2.9,987,B
2.90833,989,B
2.91667,990,B
2.925,992,B
2.9333299999999998,993,B
2.9416700000000002,995,B
2.95,996,B
2.95833,997,B
2.96667,999,B
2.975,1000,B
2.98333,1002,B
2.99167,1003,B
3.0,1005,B
3.00833,1006,B
3.01667,1008,B
3.025,1010,B
3.03333,1011,B
3.04167,1012,B
3.05,1014,B
3.0583299999999998,1015,B
3.0666700000000002,1017,B
3.075,1019,B
3.08333,1021,B
3.09167,1022,B
3.1,1024,B
3.10833,1025,B
3.11667,1026,B
3.125,1028,B
3.13333,1029,B
3.14167,1031,B
3.15,1032,B
3.15833,1034,B
3.16667,1035,B
3.175,1037,B
3.1833299999999998,1038,B
3.1916700000000002,1039,B
3.2,1040,B
3.20833,1041,B
3.21667,1042,B
3.225,1044,B
3.23333,1045,B
3.24167,1046,B
3.25,1047,B
3.25833,1049,B
3.26667,1050,B
3.275,1052,B
3.2833300000000003,1053,B
3.29167,1054,B
3.3,1055,B
3.30833,1057,B
3.31667,1058,B
3.325,1059,B
3.33333,1061,B
3.3416699999999997,1062,B
3.35,1063,B
3.3583300000000005,1064,B
3.3666699999999996,1065,B
3.375,1066,B
3.3833300000000004,1067,B
3.3916699999999995,1068,B
3.4,1069,B
3.4083300000000003,1070,B
3.41667,1071,B
3.425,1072,B
3.43333,1073,B
3.44167,1075,B
3.45,1076,B
3.45833,1077,B
3.4666699999999997,1079,B
3.475,1080,B
3.4833300000000005,1081,B
3.4916699999999996,1082,B
3.5,1083,B
3.5083300000000004,1084,B
3.5166699999999995,1085,B
3.525,1086,B
3.5333300000000003,1087,B
3.54167,1088,B
3.55,1089,B
3.55833,1090,B
3.56667,1091,B
3.575,1092,B
3.58333,1093,B
3.5916699999999997,1094,B
3.6,1095,B
3.6083300000000005,1096,B
3.6166699999999996,1097,B
3.625,1098,B
3.6333300000000004,1099,B
3.6416699999999995,1100,B
3.65,1101,B
3.6583300000000003,1101,B
3.66667,1102,B
3.675,1103,B
3.68333,1104,B
3.69167,1105,B
3.7,1106,B
3.70833,1107,B
3.7166699999999997,1108,B
3.725,1109,B
3.7333300000000005,1110,B
3.7416699999999996,1111,B
3.75,1112,B
3.7583300000000004,1113,B
3.7666699999999995,1114,B
3.775,1116,B
3.7833300000000003,1116,B
3.79167,1117,B
3.8,1118,B
3.80833,1119,B
3.81667,1119,B
3.825,1120,B
3.83333,1122,B
3.8416699999999997,1123,B
3.85,1124,B
3.8583300000000005,1125,B
3.8666699999999996,1126,B
3.875,1126,B
3.8833300000000004,1127,B
3.8916699999999995,1128,B
3.9,1128,B
3.9083300000000003,1129,B
3.91667,1130,B
3.925,1131,B
3.93333,1132,B
3.94167,1133,B
3.95,1133,B
3.95833,1134,B
3.9666699999999997,1136,B
3.975,1137,B
3.9833300000000005,1138,B
3.9916699999999996,1139,B
4.0,1140,B
4.00833,1141,B
4.0166699999999995,1141,B
4.025,1142,B
4.03333,1142,B
4.04167,1143,B
4.05,1143,B
4.058330000000001,1144,B
4.066669999999999,1144,B
4.075,1145,B
4.08333,1146,B
4.09167,1147,B
4.1,1148,B
4.1083300000000005,1149,B
4.11667,1150,B
4.125,1151,B
4.13333,1151,B
4.1416699999999995,1152,B
4.15,1153,B
4.15833,1154,B
4.16667,1154,B
4.175,1155,B
4.183330000000001,1156,B
4.191669999999999,1157,B
4.2,1158,B
4.20833,1158,B
4.21667,1159,B
4.225,1160,B
4.2333300000000005,1161,B
4.24167,1162,B
4.25,1163,B
4.25833,1164,B
4.2666699999999995,1164,B
4.275,1165,B
4.28333,1165,B
4.29167,1166,B
4.3,1166,B
4.308330000000001,1167,B
4.316669999999999,1168,B
4.325,1169,B
4.33333,1170,B
4.34167,1171,B
4.35,1171,B
4.3583300000000005,1172,B
4.36667,1172,B
4.375,1173,B
4.38333,1174,B
4.3916699999999995,1174,B
4.4,1175,B
4.40833,1175,B
4.41667,1175,B
4.425,1176,B
4.433330000000001,1177,B
4.441669999999999,1178,B
4.45,1179,B
4.45833,1179,B
4.46667,1180,B
4.475,1181,B
4.4833300000000005,1181,B
4.49167,1182,B
4.5,1182,B
4.50833,1183,B
4.5166699999999995,1184,B
4.525,1185,B
4.53333,1185,B
4.54167,1186,B
4.55,1187,B
4.558330000000001,1187,B
4.566669999999999,1188,B
4.575,1189,B
4.58333,1189,B
4.59167,1190,B
4.6,1190,B
4.6083300000000005,1191,B
4.61667,1192,B
4.625,1192,B
4.63333,1193,B
4.6416699999999995,1194,B
4.65,1195,B
4.65833,1195,B
4.66667,1196,B
4.675,1196,B
4.683330000000001,1197,B
4.691669999999999,1198,B
4.7,1199,B
4.70833,1199,B
4.71667,1200,B
4.725,1202,B
4.7333300000000005,1203,B
4.74167,1203,B
4.75,1204,B
4.75833,1205,B
4.7666699999999995,1205,B
4.775,1206,B
4.78333,1206,B
4.79167,1207,B
4.8,1207,B
4.808330000000001,1207,B
4.816669999999999,1207,B
4.825,1208,B
4.83333,1208,B
4.84167,1209,B
4.85,1209,B
4.8583300000000005,1210,B
4.86667,1211,B
4.875,1212,B
4.88333,1212,B
4.8916699999999995,1213,B
4.9,1213,B
4.90833,1214,B
4.91667,1215,B
4.925,1215,B
4.933330000000001,1216,B
4.941669999999999,1217,B
4.95,1218,B
4.95833,1218,B
4.96667,1219,B
4.975,1220,B
4.9833300000000005,1220,B
4.99167,1221,B
5.0,1221,B
5.00833,1221,B
5.0166699999999995,1222,B
5.025,1222,B
5.03333,1223,B
5.04167,1223,B
5.05,1224,B
5.058330000000001,1225,B
5.066669999999999,1226,B
5.075,1226,B
5.08333,1226,B
5.09167,1227,B
5.1,1228,B
5.1083300000000005,1228,B
5.11667,1228,B
5.125,1229,B
5.13333,1230,B
5.1416699999999995,1231,B
5.15,1232,B
5.15833,1232,B
5.16667,1233,B
5.175,1233,B
5.183330000000001,1234,B
5.191669999999999,1235,B
5.2,1235,B
5.20833,1236,B
5.21667,1236,B
5.225,1236,B
5.2333300000000005,1237,B
5.24167,1237,B
5.25,1237,B
5.25833,1238,B
5.2666699999999995,1238,B
5.275,1239,B
5.28333,1239,B
5.29167,1240,B
5.3,1241,B
5.308330000000001,1241,B
5.316669999999999,1242,B
5.325,1242,B
5.33333,1243,B
5.34167,1243,B
5.35,1244,B
5.3583300000000005,1244,B
5.36667,1245,B
5.375,1246,B
5.38333,1246,B
5.3916699999999995,1247,B
5.4,1247,B
5.40833,1247,B
5.41667,1248,B
5.425,1248,B
5.433330000000001,1249,B
5.441669999999999,1250,B
5.45,1251,B
5.45833,1251,B
5.46667,1252,B
5.475,1252,B
5.4833300000000005,1253,B
5.49167,1253,B
5.5,1254,B
5.50833,1254,B
5.5166699999999995,1254,B
5.525,1255,B
5.53333,1256,B
5.54167,1256,B
