time,signal
16.275,441
16.28333,442
16.29167,442
16.3,442
16.30833,442
16.31667,442
16.325,442
16.33333,442
16.34167,442
16.35,441
16.35833,441
16.36667,441
16.375,440
16.38333,441
16.39167,441
16.4,441
16.40833,441
16.41667,441
16.425,441
16.43333,441
16.44167,441
16.45,441
16.45833,441
16.46667,441
16.475,440
16.48333,440
16.49167,441
16.5,441
16.50833,441
16.51667,441
16.525,441
16.53333,441
16.54167,441
16.55,441
16.55833,441
16.56667,441
16.575,441
16.58333,441
16.59167,441
16.6,441
16.60833,442
16.61667,442
16.625,442
16.63333,442
16.64167,442
16.65,441
16.65833,441
16.66667,442
16.675,442
16.68333,442
16.69167,441
16.7,441
16.70833,441
16.71667,441
16.725,441
16.73333,441
16.74167,441
16.75,441
16.75833,441
16.76667,441
16.775,441
16.78333,441
16.79167,441
16.8,441
16.80833,441
16.81667,441
16.825,441
16.83333,442
16.84167,442
16.85,442
16.85833,442
16.86667,442
16.875,442
16.88333,442
16.89167,442
16.9,442
16.90833,442
16.91667,442
16.925,443
16.93333,443
16.94167,443
16.95,443
16.95833,443
16.96667,443
16.975,443
16.98333,443
16.99167,443
17.0,443
